image_id,image_path,cell_i,cell_j,contact_px,iface_cy,iface_cx,aj_threshold,aj_channel_idx,cell_channel_idx,nuc_channel_idx,golgi_channel_idx,aj_mean_intensity,aj_max_intensity,aj_std_intensity,aj_occupancy,aj_intensity_per_interface,aj_cluster_count,aj_cluster_area_mean,aj_skeleton_len,aj_linearity_index,aj_thickness_proxy,aj_morph
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,2,3,246,57.10569105691057,164.52439024390245,0.505859375,2,2,1,0,0.6476963707294692,1.0,0.27749115679057057,0.6904441453566622,0.5549733506978474,4,128.25,168.0,1.1831572697187824,3.0535714285714284,reticular
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,3,4,109,18.844036697247706,240.30275229357798,0.505859375,2,2,1,0,0.4249816159201273,1.0,0.2241088675395739,0.36936936936936937,0.24796641301495664,5,24.6,57.0,0.987762965329069,2.1578947368421053,reticular
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,1,2,336,84.41964285714286,80.60714285714286,0.505859375,2,2,1,0,0.38848091420239356,1.0,0.23661134425920566,0.31335952848722987,0.2146476688220446,29,11.0,138.0,0.7097484703414049,2.3115942028985508,reticular
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,4,5,64,14.75,278.5,0.505859375,2,2,1,0,0.4009456493154508,1.0,0.2735940951452637,0.3582089552238806,0.2581053738856956,3,24.0,27.0,0.7027819284987273,2.6666666666666665,straight
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,5,6,28,6.75,380.64285714285717,0.505859375,2,2,1,0,0.6260988317381625,1.0,0.2444366399014912,0.6276595744680851,0.4904174986802543,2,29.5,20.0,1.0411584125907072,2.95,straight
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,7,8,209,41.889952153110045,702.4976076555024,0.505859375,2,2,1,0,0.2122120443895756,0.8478964401294499,0.13859722431157984,0.03610675039246468,0.021525862025168544,12,1.9166666666666667,20.0,0.8598671607846955,1.15,reticular
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,8,11,63,8.34920634920635,739.7777777777778,0.505859375,2,2,1,0,0.34466290459850496,0.7508090614886731,0.17447603698281053,0.21608040201005024,0.1263762176578686,4,10.75,26.0,0.828428884240316,1.6538461538461537,reticular
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,9,11,28,7.035714285714286,762.0,0.505859375,2,2,1,0,0.45176616401569925,1.0,0.20617312727236584,0.43617021276595747,0.2834813743716863,2,20.5,16.0,0.7901836773196717,2.5625,straight
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,9,10,18,5.0,951.9444444444445,0.505859375,2,2,1,0,0.4179645361380798,0.8446601941747572,0.2404872373479515,0.40625,0.2741370010787486,2,13.0,12.0,0.9370425713316364,2.1666666666666665,straight
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,10,12,134,18.96268656716418,989.0,0.505859375,2,2,1,0,0.5194646055236121,1.0,0.2909473512261104,0.49271844660194175,0.3840737947863973,4,50.75,72.0,1.0440266230183348,2.8194444444444446,reticular
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,9,12,134,43.0,964.3805970149253,0.505859375,2,2,1,0,0.5577208698778982,1.0,0.3253100505311909,0.572463768115942,0.4653237027656614,5,47.4,62.0,0.844573786185521,3.8225806451612905,reticular
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,6,7,152,47.526315789473685,602.0592105263158,0.505859375,2,2,1,0,0.24021980656284866,0.7864077669902912,0.16510006860295637,0.07478632478632478,0.04489945509362985,15,2.3333333333333335,26.0,0.5853421593282646,1.3461538461538463,reticular
EGM2_regular_6dyn-88,/Users/okezuebell/Downloads/EndoPiGraph-AJmorph-v1/data/S-BIAD1540/images_egm2/EGM2_regular_6dyn-88.tif,6,13,90,17.233333333333334,409.0,0.505859375,2,2,1,0,0.5237745491825228,1.0,0.327963498086667,0.5319148936170213,0.425183808059247,2,75.0,43.0,0.9574486838215981,3.488372093023256,straight
