gene,median_boundary_frac,mean_boundary_frac,p25,p75,mean_cell_total,n_cells_used
BLANK_0420,,,,,,0
BLANK_0421,,,,,,0
BLANK_0422,,,,,,0
BLANK_0423,,,,,,0
BLANK_0424,,,,,,0
BLANK_0425,,,,,,0
BLANK_0426,,,,,,0
BLANK_0427,,,,,,0
BLANK_0428,,,,,,0
BLANK_0429,,,,,,0
BLANK_0430,,,,,,0
BLANK_0431,,,,,,0
BLANK_0432,,,,,,1
BLANK_0433,,,,,,0
BLANK_0434,,,,,,0
BLANK_0435,,,,,,0
BLANK_0436,,,,,,0
BLANK_0437,,,,,,0
BLANK_0438,,,,,,0
BLANK_0439,,,,,,0
BLANK_0440,,,,,,0
BLANK_0441,,,,,,0
BLANK_0442,,,,,,0
BLANK_0443,,,,,,0
BLANK_0444,,,,,,0
BLANK_0445,,,,,,0
BLANK_0446,,,,,,0
BLANK_0447,,,,,,0
BLANK_0448,,,,,,0
BLANK_0449,,,,,,0
BLANK_0450,,,,,,0
BLANK_0451,,,,,,0
BLANK_0452,,,,,,0
BLANK_0453,,,,,,0
BLANK_0454,,,,,,0
BLANK_0455,,,,,,0
BLANK_0456,,,,,,0
BLANK_0457,,,,,,0
BLANK_0458,,,,,,0
BLANK_0459,,,,,,0
BLANK_0460,,,,,,0
BLANK_0461,,,,,,0
BLANK_0462,,,,,,0
BLANK_0463,,,,,,0
BLANK_0464,,,,,,0
BLANK_0465,,,,,,0
BLANK_0466,,,,,,0
BLANK_0467,,,,,,0
BLANK_0468,,,,,,0
BLANK_0469,,,,,,0
BLANK_0470,,,,,,0
BLANK_0471,,,,,,0
BLANK_0472,,,,,,0
BLANK_0473,,,,,,0
BLANK_0474,,,,,,0
BLANK_0475,,,,,,0
BLANK_0476,,,,,,0
BLANK_0477,,,,,,0
BLANK_0478,,,,,,0
BLANK_0479,,,,,,0
BLANK_0480,,,,,,0
BLANK_0481,,,,,,1
BLANK_0482,,,,,,0
BLANK_0483,,,,,,0
BLANK_0484,,,,,,0
BLANK_0485,,,,,,0
BLANK_0486,,,,,,1
BLANK_0487,,,,,,0
BLANK_0488,,,,,,0
BLANK_0489,,,,,,0
BLANK_0490,,,,,,0
BLANK_0491,,,,,,1
BLANK_0492,,,,,,0
BLANK_0493,,,,,,0
BLANK_0494,,,,,,0
BLANK_0495,,,,,,0
BLANK_0496,,,,,,0
BLANK_0497,,,,,,0
BLANK_0498,,,,,,0
BLANK_0499,,,,,,0
NegControlCodeword_0500,,,,,,0
NegControlCodeword_0501,,,,,,0
NegControlCodeword_0502,,,,,,0
NegControlCodeword_0503,,,,,,0
NegControlCodeword_0504,,,,,,0
NegControlCodeword_0505,,,,,,0
NegControlCodeword_0506,,,,,,0
NegControlCodeword_0507,,,,,,0
NegControlCodeword_0508,,,,,,1
NegControlCodeword_0509,,,,,,0
NegControlCodeword_0510,,,,,,0
NegControlCodeword_0511,,,,,,0
NegControlCodeword_0512,,,,,,1
NegControlCodeword_0513,,,,,,0
