cell_id,area,perimeter,centroid_y,centroid_x,eccentricity,orientation_rad,major_axis_length,minor_axis_length,dataset,shear_stress,supplementation,replicate,section
131,11692.0,454.91883092036784,858.6487341772151,582.4716900444748,0.49990372593648397,0.8880691373868826,135.97594445258096,117.76617929676674,S-BIAD1540,6dyne,EGM2,rep 1,
132,7656.0,407.8122292025696,853.0736677115988,99.8862330198537,0.7779683141258575,1.2302372282698268,129.87984223150335,81.60396091124831,S-BIAD1540,6dyne,EGM2,rep 1,
133,2827.0,213.15432893255073,843.3066855323665,22.855677396533427,0.6639528955816414,0.38496730104564003,70.56648454527918,52.76781060100886,S-BIAD1540,6dyne,EGM2,rep 1,
134,5947.0,311.4629867976521,845.0546494030604,393.42407936774845,0.6570620087982258,-1.229388822502937,102.0315800568222,76.91513243854519,S-BIAD1540,6dyne,EGM2,rep 1,
135,3377.0,263.6223663640862,901.4726088244004,1002.3254367782055,0.8405649545470908,-0.29014920201487004,94.56383049386089,51.22624533088794,S-BIAD1540,6dyne,EGM2,rep 1,
136,4659.0,297.1726188957803,916.7435071903842,854.6771839450525,0.8528371619870654,-0.2451616749458156,108.69896572294975,56.760095224371035,S-BIAD1540,6dyne,EGM2,rep 1,
137,373.0,81.11269837220809,880.6139410187668,8.836461126005362,0.6405452713788379,-0.5968712001191793,26.329456924443498,20.218927343118054,S-BIAD1540,6dyne,EGM2,rep 1,
138,4868.0,285.2731239591687,909.531635168447,39.78985209531635,0.6601087786622837,-1.2516942650949914,92.73320615311913,69.65840440626623,S-BIAD1540,6dyne,EGM2,rep 1,
139,1668.0,234.88834764831844,892.0671462829736,275.1810551558753,0.9610699385305197,-1.475844821413425,91.93979982086087,25.403446392269256,S-BIAD1540,6dyne,EGM2,rep 1,
140,2100.0,176.46803743153546,903.472380952381,363.43,0.64121892825336,1.151953256237823,59.450655284398096,45.61993539097279,S-BIAD1540,6dyne,EGM2,rep 1,
141,5586.0,345.81727983645294,911.5904045828858,152.15341926244182,0.9129857490061035,1.5067041803112906,136.84861986597653,55.83306665485031,S-BIAD1540,6dyne,EGM2,rep 1,
142,8077.0,402.8061325481598,953.2604927572119,547.9242292930544,0.857275189631763,0.21280604565990474,144.22995992193637,74.25801720946663,S-BIAD1540,6dyne,EGM2,rep 1,
143,9395.0,448.97770542341357,934.6503459286855,278.46663118680146,0.8293320776831826,1.4852840274511234,154.48532874173,86.31960951518117,S-BIAD1540,6dyne,EGM2,rep 1,
144,8444.0,373.1076477383247,965.3951918522027,720.4946707721459,0.6946885321423188,-0.29194209316782455,123.32247321803847,88.70717112233241,S-BIAD1540,6dyne,EGM2,rep 1,
145,6937.0,331.8061325481598,968.0030272452069,382.8425832492432,0.6941135853046152,1.2452668546994297,112.45458202310661,80.95217333777082,S-BIAD1540,6dyne,EGM2,rep 1,
146,7791.0,370.99494936611666,981.7586959312026,625.7909125914517,0.7101048369530288,0.9854261204704629,122.66504534922443,86.36796283290798,S-BIAD1540,6dyne,EGM2,rep 1,
147,13552.0,558.9959953866432,980.0606552538371,126.21325265643448,0.8876245981025258,-1.3892559529603352,198.0032581782965,91.1938980235755,S-BIAD1540,6dyne,EGM2,rep 1,
