source,native,name,p_value,intersection_size,term_size,query_size,precision,recall,panel,background
GO:BP,GO:0099536,synaptic signaling,6.441361600537459e-08,14,808,43,0.32558139534883723,0.017326732673267328,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0007267,cell-cell signaling,6.986203586489908e-08,16,1179,43,0.37209302325581395,0.013570822731128074,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0023051,regulation of signaling,2.1787885767607091e-07,19,3194,30,0.6333333333333333,0.005948653725735754,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0010646,regulation of cell communication,2.2271321110973004e-07,19,3198,30,0.6333333333333333,0.0059412132582864294,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0006865,amino acid transport,4.316448845167652e-07,7,151,28,0.25,0.046357615894039736,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0099537,trans-synaptic signaling,5.972000711581544e-07,13,780,43,0.3023255813953488,0.016666666666666666,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0023052,signaling,6.95089127453216e-07,25,6987,30,0.8333333333333334,0.0035780735651925,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0065007,biological regulation,7.694423786910182e-07,31,12498,31,1.0,0.00248039686349816,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0007154,cell communication,8.337278245323247e-07,25,7042,30,0.8333333333333334,0.0035501278046009654,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0003333,amino acid transmembrane transport,1.5275500461588037e-06,6,96,28,0.21428571428571427,0.0625,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0008283,cell population proliferation,1.9236665799902305e-06,18,1868,45,0.4,0.009635974304068522,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0089718,amino acid import across plasma membrane,2.53961814502819e-06,5,46,28,0.17857142857142858,0.10869565217391304,brain_allen_stereo,whole_genome_bg
GO:CC,GO:0098793,presynapse,5.270882171221996e-06,11,631,49,0.22448979591836735,0.017432646592709985,brain_allen_stereo,whole_genome_bg
GO:BP,GO:0050804,modulation of chemical synaptic transmission,6.387892355234121e-06,11,600,43,0.2558139534883721,0.018333333333333333,brain_allen_stereo,whole_genome_bg
