cell_id,area,perimeter,centroid_y,centroid_x,eccentricity,orientation_rad,major_axis_length,minor_axis_length
1,8668.0,479.78888860545663,44.04914628518689,128.0565297646516,0.9599812984570475,1.2005095677463238,202.25808676473267,56.645231386000134
2,17747.0,672.6000717874998,54.77748351834113,265.2014424973235,0.9026579847201862,1.1028527842028206,243.37909737447927,104.7402983679587
3,2494.0,218.61017305526642,17.748997594226143,357.0072173215718,0.8656515238899335,1.3801224041573605,82.50754135176457,41.30715475078582
4,1433.0,160.3259018078045,19.578506629448707,17.085833914863922,0.705949433447184,-0.6535025377300401,53.19848069242014,37.678474979849355
5,2877.0,322.7350647362943,45.87938825165102,515.3413277719847,0.923694485281689,0.35445689369286637,121.4468645117227,46.52992150325558
6,5155.0,360.2142494561229,27.14917555771096,953.7542192046557,0.9314094518218049,1.231493127774815,142.74519748518756,51.955415084786786
7,17688.0,648.7005768508881,178.58542514699232,61.30263455450022,0.8255327619594277,0.7140902820335866,219.2294697702425,123.72307122721456
8,16822.0,724.7665940288701,141.66870764475092,245.8198192842706,0.973086043092758,1.1455275047414515,309.150664809051,71.2413225696181
9,21353.0,793.9919907732864,159.9172013300239,664.5359434271531,0.9143571702502316,-1.355080230820126,299.12113671229963,121.1167173198278
10,1960.0,211.7228714274745,106.38265306122449,955.3372448979592,0.9410019598837946,1.0824494491304177,87.99089743492058,29.776217393806963
11,29291.0,731.1341263970173,200.62981803284285,487.98286162985215,0.8483546810046957,0.8431388409973185,269.751158122337,142.8138997112342
12,13750.0,575.4701294725885,158.02072727272727,940.5103272727273,0.9292722674529067,1.0359306069135905,225.28640234379858,83.2197885803431
13,31618.0,1003.6082604829627,234.8319628059966,812.9998102346765,0.48143144152736495,1.3597987075234255,241.54608582175317,211.71121952531573
14,20897.0,698.1391770309007,252.6321003014787,341.50701057568074,0.9453986850938195,1.2140430357263345,289.63936810100404,94.39814302630907
15,11072.0,564.8254685319159,284.818551300578,250.2321170520231,0.9743154159023529,1.035322795682371,254.85210679457035,57.38954285194254
16,14534.0,586.8010819142764,313.2157011146278,933.5282097151506,0.9225935998785896,0.672461058510571,232.56095600970121,89.71581060695607
17,1420.0,183.118795026618,263.3957746478873,16.119014084507043,0.5995395218747082,0.12035261406388792,51.620382814952336,41.314123110348014
18,25166.0,759.1452736853105,349.293014384487,130.05725979496145,0.9033821054969483,0.42484308388388636,290.30609286569353,124.49385818119192
19,18410.0,596.9737008100568,327.61982618142315,713.3671917436176,0.8055892225641419,1.0861714255716748,200.44517158592953,118.7586479643857
20,13086.0,534.1086937588512,380.87498089561365,53.05723674155586,0.9027804121372879,0.572251855887506,205.8172096798356,88.52234496048328
21,17768.0,615.6417023478424,402.1339486717695,243.5149144529491,0.9148639508726643,0.42788635706147926,240.57933399989915,97.13685226638684
22,21179.0,901.3523804664972,494.52915623967135,353.2680485386468,0.9807066437115217,0.29849007317367,395.0291023612568,77.22235880349237
23,15372.0,616.7371567773473,417.68624772313296,606.4418423106948,0.6245987230873574,0.34168825605403963,178.96846368081387,139.76468065221084
24,7292.0,389.8061325481598,398.7484914975315,841.0445693911136,0.9253140379928704,-1.5378650911728422,159.02493838185077,60.30252735641287
