cell_id,nuc_y,nuc_x,golgi_y,golgi_x,polarity_dx,polarity_dy,polarity_angle_deg,polarity_alignment_deg,polarity_length
84,515.7693430656934,477.9751824817518,527.7472527472528,484.68131868131866,6.706136199566856,11.977909681559368,60.75661149750108,60.75661149750108,13.727439057112388
85,525.9667616334283,615.6429249762583,534.2015209125475,634.0988593155894,18.455934339331066,8.234759279119203,24.045707294145913,24.045707294145913,20.20971975863939
86,550.2699588477366,773.0452674897119,527.3,770.4,-2.645267489711955,-22.96995884773662,263.43064032222804,83.43064032222804,23.121774360088388
87,560.6423444976076,902.6578947368421,544.3798449612403,897.6434108527131,-5.014483884128936,-16.262499536367272,252.86303958736647,72.86303958736647,17.01804747303681
88,575.6851385390428,357.5780856423174,562.5438596491229,365.2923976608187,7.714312018501346,-13.141278889919931,300.41417047525755,59.58582952474245,15.23823548779351
89,550.2699588477366,773.0452674897119,554.3698630136986,788.8630136986301,15.817746208918152,4.099904165962016,14.531084679877845,14.531084679877845,16.34045009477454
90,553.5428134556574,834.7614678899082,598.4679144385027,851.6764705882352,16.915002698327044,44.925100982845265,69.36785974440834,69.36785974440834,48.0039791538499
91,601.6895104895104,742.0097902097903,590.0339805825242,740.9466019417475,-1.0631882680427225,-11.655529906986203,264.78804603369423,84.78804603369423,11.70392014266816
92,588.2336448598131,543.7258566978193,590.2051282051282,528.6923076923077,-15.033549005511532,1.9714833453150504,172.5289265491315,7.471073450868488,15.162267056148675
93,729.2946859903382,249.58078368223295,679.4769065520945,236.3297529538131,-13.251030728419835,-49.81777943824363,255.10478556432219,75.10478556432219,51.549985097214304
94,617.522271714922,335.1792873051225,628.2083333333334,319.45,-15.729287305122511,10.686061618411372,145.8088492192719,34.191150780728094,19.015845814466758
95,615.2258064516129,604.3734491315137,604.4415584415584,590.6623376623377,-13.71111146917599,-10.784248010054512,218.18623509992142,38.18623509992142,17.44404147158949
96,614.3093980992609,700.220696937698,626.5310559006211,682.8819875776397,-17.33870936005826,12.221657801360266,144.82087043901495,35.17912956098505,21.213197818483714
97,602.4732142857143,441.5109126984127,597.6064257028113,433.8473895582329,-7.663523140179791,-4.866788582903041,212.4179522803168,32.4179522803168,9.078282768825089
98,623.8837209302326,889.8768809849521,625.2413793103449,899.5862068965517,9.709325911599649,1.357658380112298,7.960076448060039,7.960076448060039,9.803787326066876
99,655.924504950495,937.3861386138614,641.964824120603,935.1407035175879,-2.245435096273468,-13.959680829892022,260.8621618526199,80.86216185261992,14.139118347479501
100,629.4754316069057,162.08366533864543,648.5322580645161,160.7016129032258,-1.382052435419638,19.05682645761044,94.14798241994755,85.85201758005245,19.106875819184324
101,627.9937185929648,480.08668341708545,632.3522727272727,462.5681818181818,-17.51850159890364,4.358554134307951,166.02863642081218,13.971363579187823,18.052559165184373
102,677.6905041031653,109.29073856975381,661.8356164383562,102.42465753424658,-6.866081035507236,-15.854887664809098,246.5846049296614,66.5846049296614,17.277746717956823
103,646.3784570596798,577.0960698689956,659.3130434782609,568.0956521739131,-9.000417695082547,12.934586418581034,124.8317856431268,55.16821435687319,15.757888326349313
104,642.6312576312577,518.7802197802198,657.8057553956835,525.0863309352518,6.306111155031999,15.174497764425837,67.4335499642241,67.4335499642241,16.432663213921952
105,672.2336343115124,825.9853273137697,667.5950920245399,808.4233128834355,-17.562014430334216,-4.638542286972552,194.79529718667075,14.795297186670751,18.164262313655893
106,681.6750298685782,985.2485065710872,674.3398692810457,973.4901960784314,-11.758310492655824,-7.335160587532528,211.9570600825658,31.95706008256579,13.858659620850444
107,692.7671410090556,634.8564036222509,678.1285714285714,628.7571428571429,-6.099260765108056,-14.638569580484273,247.3806127191985,67.3806127191985,15.858395292193533
108,698.925925925926,450.84444444444443,714.6507352941177,440.69485294117646,-10.14959150326797,15.7248093681917,122.84025462734019,57.15974537265981,18.715871268770226
109,696.7294871794871,698.4371794871795,684.3545454545455,693.9909090909091,-4.446270396270393,-12.374941724941664,250.23682639955175,70.23682639955175,13.149467788943118
110,709.9776119402985,738.7313432835821,714.6915887850467,746.4953271028037,7.7639838192216075,4.713976844748231,31.264430100235913,31.264430100235913,9.083007345475254
111,712.462915601023,811.6777493606138,726.2121212121212,803.8636363636364,-7.814112996977428,13.749205611098205,119.6109534955857,60.389046504414296,15.814582411995136
112,745.1888035126235,144.28979143798023,742.3604651162791,125.10077519379846,-19.189016244181772,-2.8283383963444066,188.3846610770892,8.384661077089191,19.396335800962717
113,745.1593533487298,553.2251732101616,729.0663265306123,558.2244897959183,4.999316585756674,-16.09302681811755,287.2574648141719,72.7425351858281,16.851666935151325
114,737.5169082125603,57.74202898550725,720.2050209205021,46.30125523012552,-11.440773755381727,-17.31188729205826,236.54078724012754,56.54078724012754,20.750728800086986
115,734.152,901.4506666666666,736.2989690721649,886.5257731958762,-14.92489347079038,2.146969072164893,171.8140695618031,8.185930438196891,15.078525170296793
116,776.1131868131868,400.61208791208793,769.0666666666667,387.22857142857146,-13.383516483516473,-7.046520146520038,207.76713587591922,27.767135875919223,15.125209408132832
117,729.7588306942753,698.7308160779537,743.3504273504274,709.9401709401709,11.209354862217197,13.591596656152092,50.48668177777141,50.48668177777141,17.617637074552224
118,779.4073724007561,790.0586011342155,798.6769230769231,778.0307692307692,-12.027831903446213,19.269550676167,121.97193596714202,58.02806403285798,22.715288322161502
119,790.6822558459422,1009.8528198074277,779.7466666666667,1012.5533333333333,2.700513525905535,-10.935589179275553,283.87150396909385,76.12849603090615,11.264097123226845
120,815.9589308996088,876.719035202086,808.6549295774648,856.8732394366198,-19.845795765466278,-7.304001322144018,200.20551831034695,20.205518310346946,21.14719945710261
121,795.8618784530387,531.0243093922652,805.4861111111111,522.1851851851852,-8.839124207079976,9.624232658072401,132.56510595871154,47.43489404128846,13.067362817527282
122,801.3219106957424,467.3302180685358,807.2383419689119,450.0362694300518,-17.29394863848404,5.916431273169451,161.1136741009445,18.886325899055493,18.27798726667303
123,794.3512931034483,719.6821120689655,799.1879194630873,701.0,-18.682112068965466,4.836626359639013,165.4853298926023,14.514670107397706,19.298037876948527
124,800.4135876042908,940.3551847437426,797.751269035533,927.6294416243654,-12.72574311937717,-2.662318568757769,191.8162730858958,11.816273085895801,13.001249097757023
125,827.861744966443,680.4120805369128,845.6944444444445,684.95,4.537919463087292,17.832699478001473,75.72286664288822,75.72286664288822,18.40102942028463
